parkcode,name,lat,long,description
"/wiki/Mississippi_County,_Arkansas","Mississippi County, Arkansas",35.78,-90.05,"b'Mississippi County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 46,480.[1] There are two county seats, Blytheville and Osceola.[2] The county was formed on November 1, 1833, and named for the Mississippi River which borders the county to the east. Mississippi County is part of the First Congressional District in Arkansas. The Mississippi County Judge is John Alan Nelson.'"
"/wiki/Hempstead_County,_Arkansas","Hempstead County, Arkansas",33.74,-93.66,"b""Hempstead County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 22,609.[1] The county seat is Hope.[2] Hempstead County is Arkansas's fourth county, formed on December 15, 1818, alongside Clark and Pulaski counties.  The county is named for Edward Hempstead, a delegate to the U.S. Congress from the Missouri Territory, which included present-day Arkansas at the time.[3]  It is an alcohol prohibition or dry county."""
"/wiki/Benton_County,_Arkansas","Benton County, Arkansas",36.35,-94.23,b''
"/wiki/Jackson_County,_Arkansas","Jackson County, Arkansas",35.59,-91.19,"b""Jackson County is located in the Arkansas Delta in the U.S. state of Arkansas. The county is named for Andrew Jackson, a national hero during the War of 1812. By the county's formation in 1829, Jackson had become the seventh President of the United States. Jackson County is home to seven incorporated towns and four incorporated cities, including Newport, the largest city and county seat. The county is also the site of numerous unincorporated communities and ghost towns. Occupying 633.94 square miles (164,190\xc2\xa0ha), Jackson County is the 41st largest county of the 75 in Arkansas. As of the 2010 Census, the county's population is 17,997 people in 7,601 households.[1] Based on population, the county is the 40th-largest county in Arkansas.[2] Although terrain rises in the west, most of Jackson County is within the Arkansas Delta, characterized by largely flat terrain with fertile soils. Historically covered in forest, bayous and swamps, the area was cleared for agriculture by early settlers. It is drained by the White River."""
"/wiki/Grant_County,_Arkansas","Grant County, Arkansas",34.29,-92.43,"b'Grant County is a county in the U.S. state of Arkansas. Its population was 17,853 at the 2010 United States Census.[1] The county seat is Sheridan.[2]'"
"/wiki/Garland_County,_Arkansas","Garland County, Arkansas",34.58,-93.13,"b'Garland County is located in the U.S. state of Arkansas. As of the 2010 census, the population was 96,024.[1] The county seat is Hot Springs.[2]'"
"/wiki/Lawrence_County,_Arkansas","Lawrence County, Arkansas",36.03,-91.11,"b""Lawrence County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 17,415.[1] The county seat is Walnut Ridge.[2]  Lawrence County is Arkansas's second county, formed on January 15, 1815, and named for Captain James Lawrence who fought in the War of 1812.[3] It is an alcohol prohibition or dry county."""
"/wiki/Chicot_County,_Arkansas","Chicot County, Arkansas",33.30,-91.28,"b""Chicot County is a county located in the southeastern corner of the U.S. state of Arkansas. As of the 2010 census, the population was 11,800.[1] The county seat is Lake Village.[2] Chicot County is Arkansas's 10th county, formed on October 25, 1823, and named after Point Chicot on the Mississippi River. It is part of the Arkansas Delta, lowlands along the river that have been historically important as an area for large-scale cotton cultivation."""
"/wiki/Pope_County,_Arkansas","Pope County, Arkansas",35.43,-93.03,"b'Pope County is a county in the U.S. state of Arkansas. As of the 2010 census, the population was 61,754.[1] The county seat is Russellville.[2] The county was formed on November 2, 1829, from a portion of Crawford County and named for John Pope, the third governor of the Arkansas Territory. It is an alcohol prohibition or dry county.'"
"/wiki/Crawford_County,_Arkansas","Crawford County, Arkansas",35.57,-94.25,"b""Crawford County is a county located in the Ozarks region of the U.S. state of Arkansas. As of the 2010 census, the population was 61,948, making it the 12th-most populous of Arkansas's 75 counties.[1] The county seat and largest city is Van Buren.[2] Crawford County was formed on October 18, 1820 from the former Lovely County and Indian Territory, and was named for William H. Crawford, the United States Secretary of War in 1815.[3]"""
"/wiki/Greene_County,_Arkansas","Greene County, Arkansas",36.11,-90.56,"b""Greene County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 42,090.[1] The county seat is Paragould,[2] which sits atop Crowley's Ridge."""
"/wiki/Garland_County,_Arkansas","Garland County, Arkansas",34.58,-93.13,"b'Garland County is located in the U.S. state of Arkansas. As of the 2010 census, the population was 96,024.[1] The county seat is Hot Springs.[2]'"
"/wiki/Poinsett_County,_Arkansas","Poinsett County, Arkansas",35.57,-90.66,"b'Poinsett County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 24,583.[1] The county seat is Harrisburg.[2]'"
"/wiki/Columbia_County,_Arkansas","Columbia County, Arkansas",33.24,-93.22,b'Coordinates: 33\xc2\xb014\xe2\x80\xb228\xe2\x80\xb3N 93\xc2\xb013\xe2\x80\xb206\xe2\x80\xb3W\xef\xbb\xbf / \xef\xbb\xbf33.24111\xc2\xb0N 93.21833\xc2\xb0W\xef\xbb\xbf / 33.24111; -93.21833'
"/wiki/Lee_County,_Arkansas","Lee County, Arkansas",34.78,-90.77,b'Coordinates: 34\xc2\xb046\xe2\x80\xb232\xe2\x80\xb3N 90\xc2\xb046\xe2\x80\xb229\xe2\x80\xb3W\xef\xbb\xbf / \xef\xbb\xbf34.77556\xc2\xb0N 90.77472\xc2\xb0W\xef\xbb\xbf / 34.77556; -90.77472'
"/wiki/Prairie_County,_Arkansas","Prairie County, Arkansas",34.83,-91.54,b'Coordinates: 34\xc2\xb049\xe2\x80\xb241\xe2\x80\xb3N 91\xc2\xb032\xe2\x80\xb212\xe2\x80\xb3W\xef\xbb\xbf / \xef\xbb\xbf34.82806\xc2\xb0N 91.53667\xc2\xb0W\xef\xbb\xbf / 34.82806; -91.53667'
"/wiki/Fulton_County,_Arkansas","Fulton County, Arkansas",36.39,-91.81,"b'Fulton County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 12,245.[1] The county seat is Salem.[2] Fulton County was formed on December 21, 1842, and named for William Fulton,[3] the last governor of the Arkansas Territory. It is an alcohol prohibition or dry county.'"
"/wiki/Cleveland_County,_Arkansas","Cleveland County, Arkansas",33.90,-92.17,"b'Cleveland County (formerly Dorsey County) is a county located in the U.S. state of Arkansas. Its population was 8,689 at the 2010 U.S. census.[1] The county seat and largest city is Rison.[2]'"
"/wiki/Little_River_County,_Arkansas","Little River County, Arkansas",33.70,-94.22,"b'Little River County is a county located on the southwest border of the U.S. state of Arkansas, bordering a corner with Texas and Oklahoma. As of the 2010 census, the population was 13,171.[2] The county seat is Ashdown.[3]'"
"/wiki/Lee_County,_Arkansas","Lee County, Arkansas",34.78,-90.77,b'Coordinates: 34\xc2\xb046\xe2\x80\xb232\xe2\x80\xb3N 90\xc2\xb046\xe2\x80\xb229\xe2\x80\xb3W\xef\xbb\xbf / \xef\xbb\xbf34.77556\xc2\xb0N 90.77472\xc2\xb0W\xef\xbb\xbf / 34.77556; -90.77472'
"/wiki/Bradley_County,_Arkansas","Bradley County, Arkansas",33.49,-92.14,"b""Bradley County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 11,508.[1] The county seat is Warren.[2] It is Arkansas's 43rd county, formed on December 18, 1840, and named for Captain Hugh Bradley, who fought in the War of 1812. It is an alcohol prohibition or dry county, and is the home of the Bradley County Pink Tomato Festival."""
"/wiki/Logan_County,_Arkansas","Logan County, Arkansas",35.22,-93.74,"b'Logan County (formerly Sarber County) is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 22,353.[1]  Its two county seats are Booneville and Paris.[2]'"
"/wiki/Yell_County,_Arkansas","Yell County, Arkansas",35.00,-93.45,b''
"/wiki/Stone_County,_Arkansas","Stone County, Arkansas",35.88,-92.15,"b""Stone County is located in the Ozark Mountains in the U.S. state of Arkansas. The county is named for rugged, rocky area terrain of the Ozarks. Created as Arkansas's 74th county on April 21, 1873, Stone County has two incorporated cities: Mountain View, the county seat and most populous city, and Fifty-Six. The county is also the site of numerous unincorporated communities and ghost towns."""
"/wiki/Cross_County,_Arkansas","Cross County, Arkansas",35.29,-90.77,"b""Cross County is a rural Northeast Arkansas county in the Arkansas Delta. Created as Arkansas's 53rd county on November 15, 1862, Cross County contains four incorporated municipalities, including Wynne, the county seat and most populous city. It is named for Confederate Colonel David C. Cross, a political leader in the area."""
"/wiki/Conway_County,_Arkansas","Conway County, Arkansas",35.27,-92.70,"b""Conway County is a county located in the U.S. state of Arkansas. Created as Arkansas's 11th county on October 20, 1825, Conway County has four incorporated municipalities, including Morrilton, the county seat and most populous city. The county is also the site of numerous unincorporated communities and ghost towns. The county is named for Henry Wharton Conway, a politician from a powerful political family who served as the delegate from the Arkansas Territory to the U.S. Congress from 1823 to 1827."""
"/wiki/Pulaski_County,_Arkansas","Pulaski County, Arkansas",34.74,-92.29,"b""Pulaski County is located in the U.S. state of Arkansas with a population of 391,911,[1] making it the most populous county in Arkansas. Its county seat is Little Rock,[2] which is also Arkansas's capital and largest city. Pulaski County is Arkansas's fifth county, formed on December 15, 1818, alongside Clark and Hempstead Counties. The county is named for Casimir Pulaski, a Polish volunteer who saved George Washington's life during the American Revolutionary War. Pulaski County is included in the Little Rock\xe2\x80\x93North Little Rock\xe2\x80\x93Conway, AR Metropolitan Statistical Area which had 731,612 people in the 2015 census estimates. The Little Rock, North Little Rock Combined Statistical Area had 904,469 people in the 2015 census estimates."""
"/wiki/Lonoke_County,_Arkansas","Lonoke County, Arkansas",34.78,-91.87,"b'Lonoke County is located in the Central Arkansas region of the U.S. state of Arkansas. As of the 2010 census, the population was 68,356, making it the 11th-most populous of Arkansas\'s 75 counties.[1] The county seat is Lonoke and largest city is Cabot.[2] Lonoke County was formed on April 16, 1873 from Pulaski County and Prairie County, and was named as a corruption of ""lone oak"", after a large red oak in the area that had been used by a surveyor to lay out the Memphis and Little Rock Railroad.'"
"/wiki/Ouachita_County,_Arkansas","Ouachita County, Arkansas",33.60,-92.92,"b'Ouachita County (/\xcb\x88w\xc9\x91\xcb\x90\xca\x83\xc9\xaat\xc9\x91\xcb\x90/ WAH-shi-tah) is a county located in the south central part of the U.S. state of Arkansas. As of the 2010 census, the population was 26,120.[1]'"
"/wiki/Lawrence_County,_Arkansas","Lawrence County, Arkansas",36.03,-91.11,"b""Lawrence County is a county located in the U.S. state of Arkansas. As of the 2010 census, the population was 17,415.[1] The county seat is Walnut Ridge.[2]  Lawrence County is Arkansas's second county, formed on January 15, 1815, and named for Captain James Lawrence who fought in the War of 1812.[3] It is an alcohol prohibition or dry county."""
