parkcode,name,latitude,longitude,description,activities,weatherInfo
bicy,Big Cypress,25.97079602,-81.08120629,"The freshwaters of the Big Cypress Swamp, essential to the health of the neighboring Everglades, support the rich marine estuaries along Florida's southwest coast. Conserving over 729,000 acres of this vast swamp, Big Cypress National Preserve contains a mixture of tropical and temperate plant communities that are home to diverse wildlife, including the Endangered Florida panther.",Arts and Culture|Cultural Demonstrations|Auto and ATV|ATV Off-Roading|Scenic Driving|Astronomy|Stargazing|Biking|Road Biking|Boating|Boat Tour|Camping|Backcountry Camping|Car or Front Country Camping|Group Camping|RV Camping|Food|Picnicking|Guided Tours|Bus/Shuttle Guided Tour|Boat Tour|Hiking|Backcountry Hiking|Front-Country Hiking|Hunting and Gathering|Hunting|Paddling|Canoeing|Kayaking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Big Cypress National Preserve experiences two predominant seasons- wet and dry. RAINY SEASON (May through October) While visiting during this season you may find daily afternoon thunderstorms, high humidity, temperatures in the mid - to - high 80s and a multitude of mosquitoes. DRY SEASON (November through April) Falling water levels within the Big Cypress make this a pleasant time to hike, camp, and watch wildlife. For more information visit http://www.nps.gov/bicy/planyourvisit/weather.htm"
biho,Big Hole,45.64647324,-113.6458443,"On August 9, 1877 gun shots shattered a chilly dawn on a sleeping camp of Nez Perce. By the time the smoke cleared on August 10, almost 90 Nez Perce were dead along with 31 soldiers and volunteers. Big Hole National Battlefield was created to honor all who were there.",Arts and Culture|Cultural Demonstrations|Fishing|Freshwater Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Junior Ranger Program|Skiing|Cross-Country Skiing|Snowshoeing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"This climatic region is typified by large seasonal temperature differences, with warm to hot (and often humid) summers and cold (sometimes severely cold) winters. Wisdom has a humid continental climate."
biso,Big South Fork,36.5348388,-84.66506688,"Encompassing 125,000 acres of the Cumberland Plateau, Big South Fork National River and Recreation Area protects the free-flowing Big South Fork of the Cumberland River and its tributaries. The area boasts miles of scenic gorges and sandstone bluffs, is rich with natural and historic features and has been developed to provide visitors with a wide range of outdoor recreational activities.",Arts and Culture|Astronomy|Stargazing|Biking|Mountain Biking|Boating|Camping|Backcountry Camping|Horse Camping (see also Horse/Stock Use)|RV Camping|Climbing|Rock Climbing|Fishing|Freshwater Fishing|Food|Picnicking|Hiking|Horse Trekking|Horseback Riding|Hunting and Gathering|Hunting|Paddling|Junior Ranger Program|Tubing|Swimming|Pool Swimming|Wildlife Watching|Birdwatching|Park Film|Shopping|Bookstore and Park Store,"The weather along the Cumberland Plateau can be best described as unpredictable. Each season brings its own weather patterns. Summers are generally hot and humid, with high temperatures sometimes eclipsing 90 degrees. The low temperatures in winter often dip below freezing. Spring sees the most amount of precipitation, but rainfall can occur in various amounts throughout the year."
bith,Big Thicket,30.4579834310497,-94.3867421150208,"Life of all types abounds in the Big Thicket. This national preserve protects the incredible diversity of life found where multiple habitats converge in southeast Texas. Hiking trails and waterways meander through nine different ecosystems, from longleaf pine forests to cypress-lined bayous. It is a place of discovery, a place to wander and explore, a place to marvel at the richness of nature.",Biking|Boating|Camping|Backcountry Camping|Canoe or Kayak Camping|Fishing|Hiking|Hunting and Gathering|Hunting|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Southeast Texas is generally very hot and humid during late spring and summer. Fall brings comfortable temperatures. Winters are mild. Snow and subfreezing temperatures are uncommon. The Big Thicket region averages 55 inches of rainfall per year. Occasional tropical storms and hurricanes from the Gulf of Mexico bring powerful wind, rain, and flooding to the region. Hurricane season lasts from June 1 to November 30, with peak activity typically in September."
bica,Bighorn Canyon,45.13154227,-108.1443943,"The vast, wild landscape of Bighorn Canyon National Recreation Area offers visitors unparalleled opportunities to immerse themselves in the natural world, and experience the wonders of this extraordinary place. With over 120,000 acres, one can find an astounding diversity in ecosystems, wildlife, and more than 10,000 years of human history to explore.",Arts and Culture|Theater|Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Road Biking|Boating|Motorized Boating|Sailing|Jet Skiing|Boat Tour|Camping|Compass and GPS|Fishing|Freshwater Fishing|Fly Fishing|Food|Dining|Picnicking|Guided Tours|Self-Guided Tours - Walking|Boat Tour|Hiking|Front-Country Hiking|Off-Trail Permitted Hiking|Hunting and Gathering|Hunting|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|Playground|Skiing|Cross-Country Skiing|Snow Play|Snowshoeing|Swimming|Freshwater Swimming|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"North District: Semi-arid, receiving 18 to 20 inches of rain annually. South District: High-desert, receiving 6 to 10 inches of rain annually. Summer temperatures: Highs in the 80s (F) and 90s (F), lows in the 50s (F) and 60s (F). Summer temperatures can peak over 100 degrees. Winter temperatures: Range in the 20s and 30s with low temperatures averaging the 10s (F) and 20s (F). During the winter the thermometer can drop below 0 (F) with extreme wind chill factors."
bicr,Birmingham Civil Rights,33.5154266357422,-86.8146667480469,"In 1963, images of snarling police dogs unleashed against non-violent protesters and of children being sprayed with high-pressure hoses appeared in print and television news around the world. These dramatic scenes of violent police aggression against civil rights protesters in Birmingham, Alabama were vivid examples of segregation and racial injustice in America.",Guided Tours|Self-Guided Tours - Walking|Museum Exhibits,
bisc,Biscayne,25.490587,-80.21023851,"Within sight of downtown Miami, yet worlds away, Biscayne protects a rare combination of aquamarine waters, emerald islands, and fish-bejeweled coral reefs. Evidence of 10,000 years of human history is here too, from pirates and shipwrecks to pineapple farmers and presidents. Outdoors enthusiasts can boat, snorkel, camp, watch wildlife…or simply relax in a rocking chair gazing out over the bay.",Boating|Camping|Fishing|Guided Tours|Paddling|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"The park is situated in a subtropical climate, which ensures sunshine year-round. Winters are normally dry and mild, with occasional fronts bringing wind and little rain. Summer brings hot and humid weather with scattered thunderstorms in the afternoons. The average temperature in January is 68 degrees Fahrenheit and 82 in July. The average rainfall for the area is 2.17 inches in January and 3.95 inches in July. June to November is hurricane season."
blca,Black Canyon Of The Gunnison,38.57779869,-107.7242756,"Big enough to be overwhelming, still intimate enough to feel the pulse of time, Black Canyon of the Gunnison exposes you to some of the steepest cliffs, oldest rock, and craggiest spires in North America. With two million years to work, the Gunnison River, along with the forces of weathering, has sculpted this vertical wilderness of rock, water, and sky.",Camping|Climbing|Fishing|Hiking|Backcountry Hiking|Horse Trekking|Horseback Riding|Paddling|Kayaking|Skiing|Cross-Country Skiing|Snowshoeing|Wildlife Watching,"Today's Weather: http://www.weather.com/weather/today/l/NPBLCA:13:US CLIMATE Weather can vary greatly throughout the day. Summer daytime temperatures range between 55 to 90F (13 to 32C), nights 45 to 60F (7 to 16C). Winter daytime temperatures range between 15 to 40F (-9 to 4C), nights 10 to 20F (-12 to -6C). Afternoon thunderstorms are common during the summer. Snow accumulation varies greatly year to year. Layered clothing appropriate for the season is recommended."
blrv,Blackstone River Valley,42.0985435,-71.64625434,"The Blackstone River powered America's entry into the Age of Industry. The success of Samuel Slater's cotton spinning mill in Pawtucket, RI touched off a chain reaction that changed how people worked and where they lived, and continues to reverberate across the nation to this day. Come visit and see how this revolution transformed the landscape of the Blackstone Valley and then the United States.",Biking|Camping|Canoe or Kayak Camping|Fishing|Food|Dining|Picnicking|Guided Tours|Self-Guided Tours - Walking|Boat Tour|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|Wildlife Watching|Birdwatching,Summer temperatures range from 56-83F. Fall temperatures range from 30-70F. Winter temperatures range from 20-45F. Spring temperatures range from 30-70F.
blri,Blue Ridge,35.5657195273801,-82.4864845870113,"A Blue Ridge Parkway experience is unlike any other: a slow-paced and relaxing drive revealing stunning long-range vistas and close-up views of the rugged mountains and pastoral landscapes of the Appalachian Highlands. The Parkway meanders for 469 miles, protecting a diversity of plants and animals, and providing opportunities for enjoying all that makes this region of the country so special.",Arts and Culture|Live Music|Auto and ATV|Scenic Driving|Biking|Road Biking|Camping|Car or Front Country Camping|Fishing|Freshwater Fishing|Food|Picnicking|Hiking|Backcountry Hiking|Front-Country Hiking|Junior Ranger Program|Wildlife Watching|Shopping|Bookstore and Park Store,"The weather on the parkway can vary widely along its 469-mile route. Precipitation is possible any time of the year. Winter can be cold and snowy, especially at the higher elevations. Spring and fall can have large temperature swings, from near freezing to over 80 degrees Fahrenheit. Summers are hot in the lower elevations, but the highest elevations remain cooler. Summertime thunderstorms are common, so be prepared for weather changes."
